0	0	0.923416457	0	7.64E-02	1.47E-04	6.33E-05	0	0	0
0	0	0.776428459	0	0.221931469	1.06E-03	5.76E-04	0	0	0
0	0	0.593191587	0	0.399977843	4.16E-03	2.67E-03	0	0	0
0	0	0.438701004	0	0.5404017	1.21E-02	8.81E-03	0	0	0
0	0	0.341229799	0	0.606323816	2.90E-02	2.35E-02	0	0	0
0	0	0.286973623	0	0.598010946	6.08E-02	5.42E-02	0	0	0
0	0	0.253147142	0	0.523520894	0.112450125	0.110881839	0	0	0
0	0	0.24488127	0	0.530943231	0.112863048	0.111312452	0	0	0
0	0	0.231270673	0	0.543102466	0.113571047	0.112055813	0	0	0
0	0	0.210242676	0	0.561935681	0.11463936	0.113182283	0	0	0
0	0	0.179883429	0	0.588744717	0.116380708	0.114991147	0	0	0
0	0	0.140396306	0	0.621076953	0.119960894	0.118565847	0	0	0
0	0	9.52E-02	0	0.644940568	0.130694593	0.129194856	0	0	0
0	0	5.06E-02	0	0.616030669	0.166654633	0.166710637	0	0	0
