((278,178118541837, 285,706087037921, 293,234055534005, 300,762024030089, 308,289992526174, 315,817961022258, 323,345929518342, 330,873898014426, 338,40186651051, 345,929835006595, 353,457803502679, 360,985771998763), 
(120,048535056412, 276,230883039534, 289,865697734058, 299,06419981271, 312,245622836053, 321,573678962886, 326,111319474876, 328,78943476826, 330,973411910236, 333,823505975306, 338,63394651562, 347,875538282096), 
(120,048535056412, 275,351996533573, 288,172255270183, 297,097064368427, 311,832205019891, 321,309365145862, 327,064321003854, 330,672544054687, 333,082919381559, 335,396387241781, 339,112119190395, 347,503031603992), 
(120,048535056412, 275,269616954029, 287,84090038389, 296,534485556185, 310,957232303917, 320,45568395406, 326,466518081725, 330,325591005385, 332,95074980706, 335,404791124165, 339,139471389353, 347,489118017256), 
(120,048535056412, 275,122824497521, 287,481857649982, 295,862776599824, 310,219812206924, 319,724938832223, 325,93656051904, 330,002551339567, 332,769784517586, 335,308529622853, 339,086153917015, 347,452943958342), 
(120,048535056412, 274,993897415698, 287,152067013085, 295,233163051307, 309,494564123452, 318,985283188522, 325,395836867392, 329,678853042424, 332,593404315412, 335,213484056294, 339,030892215669, 347,415769286454), 
(120,048535056412, 274,878168292344, 286,854827962816, 294,647627137601, 308,788562007248, 318,237476982176, 324,832168780267, 329,33547180146, 332,405586726964, 335,11303011328, 338,973616622388, 347,378689609468), 
(120,048535056412, 274,773756228387, 286,586055718362, 294,102907367051, 308,104332722723, 317,484249733388, 324,245505593717, 328,97052038461, 332,204058207572, 335,005388222635, 338,913244195282, 347,341033630073), 
(120,048535056412, 274,678976647556, 286,342539452016, 293,59662886709, 307,443206198514, 316,728001646698, 323,636334948242, 328,58303617686, 331,98774214834, 334,88974776119, 338,849204964936, 347,302364371717), 
(120,048535056412, 274,592448957264, 286,121549643576, 293,126594088972, 306,806379370391, 315,971335582435, 323,005385138094, 328,172107227147, 331,75548594445, 334,765285439789, 338,780935294926, 347,262270189822), 
(120,048535056412, 274,512988887727, 285,920705087483, 292,690732143819, 306,194973178208, 315,217025391757, 322,353770770133, 327,736979909241, 331,506168656051, 334,631139971316, 338,707865215838, 347,220352105796), 
(120,048535056412, 274,439557828009, 285,737915895879, 292,287079803646, 305,609962902963, 314,46804124862, 321,683005429804, 327,277115918696, 331,238694675267, 334,486450068653, 338,629431091249, 347,176223807037), 
(120,048535056412, 274,371262826025, 285,571332834661, 291,913775168359, 305,052216164768, 313,727492652833, 320,995052345097, 326,792261935771, 330,952050723135, 334,330341778696, 338,54503761977, 347,129505313933), 
(120,048535056412, 274,307312257588, 285,41931565851, 291,569057665765, 304,522435925901, 312,998571433127, 320,292330719531, 326,282500289381, 330,645331181586, 334,161972813308, 338,454108498991, 347,079816646874), 
(120,048535056412, 274,246996827424, 285,280401445925, 291,25122372061, 304,021179489791, 312,284526415169, 319,577741064131, 325,748337619007, 330,317795090377, 333,980532549322, 338,356073759496, 347,026790492237), 
(120,048535056412, 274,189683236182, 285,153285600245, 290,958671085536, 303,548839502037, 311,58860642463, 318,854652531445, 325,190736539662, 329,968923144042, 333,785286359489, 338,250376097858, 346,970065869391), 
(120,048535056412, 274,134814180434, 285,036783851683, 290,689854510128, 303,105643950403, 310,913984291255, 318,126902915537, 324,611248634756, 329,598506353796, 333,575613610446, 338,136515207589, 346,909319795668), 
(120,048535056412, 274,081876687706, 284,929844923317, 290,443298406899, 302,691643498838, 310,263706184924, 317,398747988045, 324,012014456093, 329,206709377468, 333,351058326662, 338,014054112136, 346,84424828738), 
(120,048535056412, 274,030433781445, 284,831499867141, 290,217603184283, 302,306724153459, 309,6406346187, 316,674766503274, 323,395839519799, 328,794146515429, 333,111392520368, 337,88265...
